subject;palette;user_answer;time;ref;left;right;true_answer;correct;incorrect;baseline;luminance_left;luminance_right;luminance_total;luminance_diff;lab_left;lab_right;lab_total;lab_diff;ucs_left;ucs_right;ucs_total;ucs_diff;name_left;name_right;name_total;name_diff;sal_left;sal_right;sal_ref;create_time
59ab61fe2ebd06097c6acf7f;viridis;a;1289;0.7;0.6;0.9;a;true;0;0.10;7.563;14.602;22.165;7.039;24.033;52.802;72.665;28.769;12.751;24.563;36.527;11.812;0.243;0.412;0.611;0.169;0.278;0.202;0.358;Sat Sep 02 2017 19:00:24 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;b;1279;0.9;0.8;0.95;b;true;0;0.05;7.555;3.509;11.064;4.046;29.151;13.869;42.080;15.282;12.779;6.323;18.777;6.456;0.334;0.576;0.959;-0.242;0.436;0.490;0.202;Sat Sep 02 2017 19:00:25 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;b;3208;0.5;0.1;0.7;b;true;0;0.20;31.100;14.708;45.807;16.392;80.215;44.205;120.379;36.010;46.678;24.399;67.156;22.279;0.965;0.712;0.999;0.253;0.411;0.358;0.228;Sat Sep 02 2017 19:00:28 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;a;1317;0.5;0.4;0.7;a;true;0;0.10;7.705;14.708;22.413;7.003;20.984;44.205;64.473;23.221;12.749;24.399;36.752;11.650;0.316;0.712;0.919;0.396;0.224;0.358;0.228;Sat Sep 02 2017 19:00:29 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;b;1647;0.4;0;0.6;b;true;0;0.20;31.908;14.850;46.758;17.058;66.488;41.549;104.523;24.939;45.042;24.419;64.396;20.623;0.977;0.620;0.999;0.357;0.480;0.278;0.224;Sat Sep 02 2017 19:00:31 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;a;1546;0.6;0.5;0.8;a;true;0;0.10;7.144;14.610;21.754;7.466;20.689;47.787;66.366;27.098;11.788;24.677;36.001;12.889;0.180;0.346;0.826;0.166;0.228;0.436;0.278;Sat Sep 02 2017 19:00:33 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;a;904;0.4;0.3;0.6;a;true;0;0.10;7.463;14.850;22.312;7.387;21.117;41.549;62.404;20.432;12.349;24.419;36.313;12.070;0.077;0.620;0.900;0.543;0.365;0.278;0.224;Sat Sep 02 2017 19:00:34 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;b;2472;0.8;0.6;0.9;b;true;0;0.10;14.610;7.555;22.165;7.055;47.787;29.151;72.665;18.636;24.677;12.779;36.527;11.898;0.346;0.334;0.611;0.012;0.278;0.202;0.436;Sat Sep 02 2017 19:00:36 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;a;1003;0.2;0.15;0.3;a;true;0;0.05;4.205;7.527;11.732;3.322;10.533;21.333;31.763;10.800;6.432;11.936;18.224;5.504;0.475;0.071;0.747;-0.404;0.339;0.365;0.318;Sat Sep 02 2017 19:00:37 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;b;1257;0.2;0;0.3;b;true;0;0.10;16.918;7.527;24.445;9.391;28.439;21.333;47.217;7.106;24.010;11.936;34.707;12.074;0.689;0.071;0.959;0.618;0.480;0.365;0.318;Sat Sep 02 2017 19:00:38 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;a;1045;0.4;0.2;0.8;a;true;0;0.20;14.990;29.459;44.449;14.469;42.326;85.109;122.369;42.783;24.002;47.899;68.105;23.897;0.183;0.973;1.000;0.790;0.318;0.436;0.224;Sat Sep 02 2017 19:00:39 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;viridis;b;910;0.2;0.1;0.25;b;true;0;0.05;8.405;3.828;12.233;4.577;18.385;10.654;28.840;7.731;12.425;6.030;18.297;6.395;0.580;0.033;0.798;0.547;0.411;0.372;0.318;Sat Sep 02 2017 19:00:40 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;4768;0.6;0.55;0.7;a;true;0;0.05;4.123;8.393;12.516;4.270;13.593;27.008;40.540;13.415;7.035;14.154;21.114;7.119;0.131;0.841;0.950;0.710;0.372;0.417;0.330;Sat Sep 02 2017 19:00:48 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;2382;0.1;0;0.15;b;true;0;0.05;6.931;3.344;10.275;3.587;11.920;5.362;16.941;6.558;13.199;6.874;19.973;6.325;0.109;0.234;0.600;-0.125;0.455;0.385;0.346;Sat Sep 02 2017 19:00:51 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;6767;0.6;0.2;0.8;b;false;1;0.20;28.908;16.931;45.839;11.977;93.475;51.533;142.787;41.942;50.840;27.405;72.462;23.435;1.000;0.963;1.000;0.037;0.609;0.603;0.330;Sat Sep 02 2017 19:00:58 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1816;0.7;0.65;0.8;a;true;0;0.05;4.205;8.538;12.742;4.333;13.473;24.838;38.134;11.365;7.048;13.394;20.376;6.346;0.474;0.026;0.630;-0.448;0.180;0.603;0.417;Sat Sep 02 2017 19:00:59 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1216;0.4;0;0.6;b;true;0;0.20;27.263;15.253;42.516;12.010;50.658;54.666;99.733;-4.008;51.020;27.155;69.469;23.865;0.936;0.774;1.000;0.162;0.455;0.330;0.344;Sat Sep 02 2017 19:01:01 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1452;0.8;0.6;0.9;b;true;0;0.10;16.931;9.496;26.426;7.435;51.533;26.810;76.680;24.723;27.405;14.183;41.123;13.222;0.963;0.841;0.996;0.122;0.330;0.499;0.603;Sat Sep 02 2017 19:01:02 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;962;0.8;0.75;0.9;a;true;0;0.05;4.224;9.496;13.720;5.272;12.021;26.810;38.566;14.789;6.505;14.183;20.630;7.678;0.002;0.841;0.872;0.839;0.598;0.499;0.603;Sat Sep 02 2017 19:01:03 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;948;0.4;0.2;0.5;b;true;0;0.10;13.655;7.547;21.202;6.108;39.539;28.100;67.256;11.439;27.141;13.945;39.590;13.196;0.201;0.423;0.826;-0.222;0.609;0.298;0.344;Sat Sep 02 2017 19:01:04 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;964;0.9;0.85;1;a;true;0;0.05;4.644;10.007;14.651;5.363;13.483;29.406;42.802;15.923;6.977;13.988;20.933;7.011;0.474;0.030;0.616;-0.444;0.404;0.732;0.499;Sat Sep 02 2017 19:01:05 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1041;0.3;0.2;0.35;b;true;0;0.05;6.477;3.507;9.984;2.970;14.933;11.798;26.470;3.135;13.383;7.281;20.474;6.102;0.002;0.006;0.012;-0.004;0.609;0.522;0.643;Sat Sep 02 2017 19:01:06 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1795;0.3;0.25;0.4;a;true;0;0.05;3.070;7.178;10.249;4.108;8.142;25.104;33.125;16.962;6.348;14.277;20.432;7.929;0.000;0.180;0.190;0.180;0.650;0.344;0.643;Sat Sep 02 2017 19:01:08 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;2013;0.45;0.25;0.85;a;true;0;0.20;13.997;33.286;47.284;19.289;47.115;103.639;148.765;56.524;27.011;53.532;73.938;26.521;0.477;1.000;1.000;0.523;0.650;0.404;0.273;Sat Sep 02 2017 19:01:10 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1274;0.2;0;0.3;b;true;0;0.10;13.608;6.477;20.085;7.131;21.527;14.933;31.771;6.594;26.600;13.383;39.107;13.217;0.886;0.002;0.915;0.884;0.455;0.643;0.609;Sat Sep 02 2017 19:01:11 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1211;0.8;0.7;1;a;true;0;0.10;8.538;19.502;28.040;10.964;24.838;55.839;79.007;31.001;13.394;28.067;41.066;14.673;0.026;0.964;1.000;0.938;0.417;0.732;0.603;Sat Sep 02 2017 19:01:12 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1137;0.7;0.6;0.75;b;true;0;0.05;8.393;4.313;12.706;4.080;27.008;12.871;39.772;14.137;14.154;6.904;21.001;7.250;0.841;0.018;0.951;0.823;0.330;0.598;0.417;Sat Sep 02 2017 19:01:13 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1434;0.5;0.1;0.7;b;true;0;0.20;27.879;16.100;43.979;11.779;73.504;53.536;124.905;19.968;50.870;27.514;70.639;23.356;0.914;0.980;1.000;-0.066;0.346;0.417;0.298;Sat Sep 02 2017 19:01:15 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;918;0.5;0.4;0.7;a;true;0;0.10;7.547;16.100;23.646;8.553;28.100;53.536;81.424;25.436;13.945;27.514;40.643;13.569;0.423;0.980;0.995;0.557;0.344;0.417;0.298;Sat Sep 02 2017 19:01:16 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1189;0.2;0.1;0.25;b;true;0;0.05;6.677;3.406;10.084;3.271;10.684;6.937;16.951;3.747;13.661;7.086;20.626;6.575;0.464;0.001;0.487;0.463;0.346;0.650;0.609;Sat Sep 02 2017 19:01:17 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1119;0.5;0.3;0.6;b;true;0;0.10;14.725;7.706;22.431;7.019;53.139;26.624;79.602;26.515;27.687;13.534;40.084;14.153;0.809;0.293;0.993;0.516;0.643;0.330;0.298;Sat Sep 02 2017 19:01:18 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1051;0.6;0.5;0.8;a;true;0;0.10;7.706;16.931;24.637;9.225;26.624;51.533;77.712;24.909;13.534;27.405;40.473;13.871;0.293;0.963;1.000;0.670;0.298;0.603;0.330;Sat Sep 02 2017 19:01:19 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;2598;0.5;0.4;0.55;b;true;0;0.05;7.547;3.584;11.130;3.963;28.100;13.033;41.099;15.067;13.945;6.516;20.309;7.429;0.423;0.064;0.652;0.359;0.344;0.372;0.298;Sat Sep 02 2017 19:01:22 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1024;0.3;0.2;0.5;a;true;0;0.10;6.477;14.725;21.202;8.248;14.933;53.139;67.256;38.206;13.383;27.687;39.590;14.304;0.002;0.809;0.826;0.807;0.609;0.298;0.643;Sat Sep 02 2017 19:01:24 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;2515;0.45;0.05;0.65;b;false;1;0.20;27.711;15.693;43.404;12.018;61.887;54.047;112.935;7.840;51.120;27.309;70.046;23.811;0.864;0.809;1.000;0.055;0.379;0.180;0.273;Sat Sep 02 2017 19:01:26 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;2633;0.7;0.6;0.9;a;true;0;0.10;8.393;18.033;26.426;9.640;27.008;50.987;76.680;23.979;14.154;27.423;41.123;13.269;0.841;0.890;0.996;0.049;0.330;0.499;0.417;Sat Sep 02 2017 19:01:29 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1667;0.4;0.2;0.8;a;true;0;0.20;13.655;32.184;45.839;18.529;39.539;105.218;142.787;65.679;27.141;53.032;72.462;25.891;0.201;1.000;1.000;0.799;0.609;0.603;0.344;Sat Sep 02 2017 19:01:31 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1175;0.7;0.5;0.8;b;true;0;0.10;16.100;8.538;24.637;7.562;53.536;24.838;77.712;28.698;27.514;13.394;40.473;14.120;0.980;0.026;1.000;0.954;0.298;0.603;0.417;Sat Sep 02 2017 19:01:32 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1648;0.5;0.45;0.6;a;true;0;0.05;3.798;7.706;11.504;3.908;14.007;26.624;40.594;12.617;6.974;13.534;20.382;6.560;0.172;0.293;0.565;0.121;0.273;0.330;0.298;Sat Sep 02 2017 19:01:33 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;2573;0.55;0.15;0.75;b;false;1;0.20;28.119;16.829;44.948;11.290;83.780;53.225;135.178;30.555;50.385;27.898;71.541;22.487;0.985;0.996;1.000;-0.011;0.385;0.598;0.372;Sat Sep 02 2017 19:01:36 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1974;0.5;0.3;0.9;a;true;0;0.20;14.725;34.133;48.858;19.408;53.139;101.935;152.127;48.796;27.687;53.733;75.535;26.046;0.809;1.000;1.000;0.191;0.643;0.499;0.298;Sat Sep 02 2017 19:01:38 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1005;0.3;0.1;0.4;b;true;0;0.10;13.154;7.178;20.332;5.976;24.032;25.104;46.776;-1.072;26.720;14.277;39.640;12.443;0.493;0.180;0.599;0.313;0.346;0.344;0.643;Sat Sep 02 2017 19:01:39 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1339;0.4;0.35;0.5;a;true;0;0.05;3.671;7.547;11.218;3.876;13.331;28.100;41.416;14.769;7.082;13.945;20.846;6.863;0.123;0.423;0.746;0.300;0.522;0.298;0.344;Sat Sep 02 2017 19:01:40 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;2397;0.6;0.5;0.65;b;true;0;0.05;7.706;4.188;11.895;3.518;26.624;13.540;40.118;13.084;13.534;7.115;20.567;6.419;0.293;0.172;0.674;0.121;0.298;0.180;0.330;Sat Sep 02 2017 19:01:43 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;2991;0.6;0.4;0.7;b;true;0;0.10;15.253;8.393;23.646;6.860;54.666;27.008;81.424;27.658;27.155;14.154;40.643;13.001;0.774;0.841;0.995;-0.067;0.344;0.417;0.330;Sat Sep 02 2017 19:01:46 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1760;0.9;0.8;0.95;b;true;0;0.05;9.496;5.108;14.603;4.388;26.810;14.692;41.209;12.118;14.183;7.254;21.369;6.929;0.841;0.018;0.950;0.823;0.603;0.728;0.499;Sat Sep 02 2017 19:01:47 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;2768;0.4;0.3;0.6;a;true;0;0.10;7.178;15.253;22.431;8.075;25.104;54.666;79.602;29.562;14.277;27.155;40.084;12.878;0.180;0.774;0.993;0.594;0.643;0.330;0.344;Sat Sep 02 2017 19:01:50 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;1693;0.8;0.7;0.85;b;true;0;0.05;8.538;4.851;13.389;3.687;24.838;13.447;38.062;11.391;13.394;7.234;20.573;6.160;0.026;0.091;0.142;-0.065;0.417;0.404;0.603;Sat Sep 02 2017 19:01:52 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1772;0.2;0.1;0.4;a;true;0;0.10;6.677;13.655;20.332;6.978;10.684;39.539;46.776;28.855;13.661;27.141;39.640;13.480;0.464;0.201;0.599;-0.263;0.346;0.344;0.609;Sat Sep 02 2017 19:01:54 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;b;2211;0.4;0.3;0.45;b;true;0;0.05;7.178;3.749;10.927;3.429;25.104;14.093;39.154;11.011;14.277;7.009;21.049;7.268;0.180;0.092;0.465;0.088;0.643;0.273;0.344;Sat Sep 02 2017 19:01:56 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1165;0.2;0.15;0.3;a;true;0;0.05;3.333;6.477;9.810;3.144;5.515;14.933;19.884;9.418;6.821;13.383;20.075;6.562;0.049;0.002;0.062;-0.047;0.385;0.643;0.609;Sat Sep 02 2017 19:01:57 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1297;0.1;0.05;0.2;a;true;0;0.05;3.630;6.677;10.308;3.047;5.533;10.684;15.848;5.151;6.898;13.661;20.461;6.763;0.034;0.464;0.697;0.430;0.379;0.609;0.346;Sat Sep 02 2017 19:01:58 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1467;0.6;0.4;1;a;true;0;0.20;15.253;36.433;51.686;21.180;54.666;103.243;152.313;48.577;27.155;54.368;77.515;27.213;0.774;1.000;1.000;0.226;0.344;0.732;0.330;Sat Sep 02 2017 19:02:00 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;plasma;a;1052;0.55;0.35;0.95;a;true;0;0.20;14.802;35.657;50.458;20.855;54.394;102.022;152.315;47.628;27.049;54.408;76.695;27.359;0.931;1.000;1.000;0.069;0.522;0.728;0.372;Sat Sep 02 2017 19:02:01 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;2100;0.2;0.1;0.4;a;false;1;0.10;11.065;17.843;28.908;6.778;34.655;27.857;45.871;-6.798;14.222;27.658;37.677;13.436;0.657;0.067;0.884;-0.590;0.353;0.565;0.326;Sat Sep 02 2017 19:02:06 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1485;0.5;0.1;0.7;b;true;0;0.20;37.908;18.965;56.873;18.943;58.012;49.085;90.390;8.927;50.300;27.247;71.018;23.053;0.924;0.804;1.000;0.120;0.353;0.316;0.254;Sat Sep 02 2017 19:02:07 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;13312;0.4;0.3;0.45;b;true;0;0.05;8.739;4.420;13.159;4.319;16.670;10.314;26.946;6.356;14.122;7.315;21.377;6.807;0.005;0.031;0.050;-0.026;0.609;0.356;0.565;Sat Sep 02 2017 19:02:20 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;2618;0.9;0.8;0.95;b;false;1;0.05;11.719;6.194;17.913;5.525;25.057;12.398;37.379;12.659;14.684;7.368;22.033;7.316;0.241;0.155;0.579;0.086;0.404;0.247;0.288;Sat Sep 02 2017 19:02:23 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1213;0.5;0.4;0.55;b;true;0;0.05;9.000;4.042;13.043;4.958;22.009;11.551;33.531;10.458;14.763;6.572;21.277;8.191;0.288;0.246;0.847;0.042;0.565;0.335;0.254;Sat Sep 02 2017 19:02:24 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1524;0.3;0.1;0.4;b;true;0;0.10;20.169;8.739;28.908;11.430;41.125;16.670;45.871;24.455;25.832;14.122;37.677;11.710;0.870;0.005;0.884;0.865;0.353;0.565;0.609;Sat Sep 02 2017 19:02:26 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1399;0.6;0.5;0.8;a;true;0;0.10;8.781;20.900;29.681;12.119;25.579;43.995;63.166;18.416;13.946;27.395;38.615;13.449;0.421;0.824;0.941;0.403;0.254;0.404;0.381;Sat Sep 02 2017 19:02:27 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1535;0.3;0.2;0.35;b;true;0;0.05;9.104;4.413;13.517;4.691;12.419;8.116;19.657;4.303;13.909;7.186;20.900;6.723;0.051;0.001;0.059;0.050;0.326;0.621;0.609;Sat Sep 02 2017 19:02:29 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1377;0.6;0.55;0.7;a;true;0;0.05;4.738;10.184;14.923;5.446;14.073;25.173;38.279;11.100;7.423;14.282;21.204;6.859;0.056;0.487;0.639;0.431;0.335;0.316;0.381;Sat Sep 02 2017 19:02:30 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1351;0.5;0.3;0.6;b;true;0;0.10;17.740;8.781;26.520;8.959;38.598;25.579;63.934;13.019;28.741;13.946;42.141;14.795;0.323;0.421;0.985;-0.098;0.609;0.381;0.254;Sat Sep 02 2017 19:02:31 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;2445;0.45;0.25;0.85;a;true;0;0.20;17.480;39.954;57.434;22.474;33.337;78.424;106.296;45.087;27.957;49.949;71.042;21.992;0.075;0.991;1.000;0.916;0.413;0.352;0.356;Sat Sep 02 2017 19:02:34 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1214;0.6;0.4;1;a;true;0;0.20;17.781;44.642;62.423;26.861;47.467;84.027;104.883;36.560;28.493;54.190;71.549;25.697;0.969;0.998;1.000;0.029;0.565;0.232;0.381;Sat Sep 02 2017 19:02:35 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;935;0.2;0.1;0.25;b;true;0;0.05;11.065;4.783;15.848;6.282;34.655;7.168;40.161;27.487;14.222;7.313;20.367;6.909;0.657;0.015;0.777;0.642;0.353;0.413;0.326;Sat Sep 02 2017 19:02:36 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1120;0.7;0.5;0.8;b;true;0;0.10;18.965;10.715;29.681;8.250;49.085;22.893;63.166;26.192;27.247;14.102;38.615;13.145;0.804;0.314;0.941;0.490;0.254;0.404;0.316;Sat Sep 02 2017 19:02:37 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;969;0.7;0.6;0.9;a;true;0;0.10;10.184;22.435;32.619;12.251;25.173;47.176;64.143;22.003;14.282;28.582;40.920;14.300;0.487;0.684;0.909;0.197;0.381;0.288;0.316;Sat Sep 02 2017 19:02:38 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;882;0.8;0.75;0.9;a;true;0;0.05;5.095;11.719;16.814;6.624;10.935;25.057;35.882;14.122;6.580;14.684;21.230;8.104;0.080;0.241;0.468;0.161;0.332;0.288;0.404;Sat Sep 02 2017 19:02:39 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1162;0.3;0.25;0.4;a;true;0;0.05;4.321;8.739;13.060;4.418;6.519;16.670;23.113;10.151;6.725;14.122;20.768;7.397;0.013;0.005;0.027;-0.008;0.413;0.565;0.609;Sat Sep 02 2017 19:02:40 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1331;0.7;0.6;0.75;b;true;0;0.05;10.184;5.621;15.805;4.563;25.173;12.332;35.702;12.841;14.282;7.606;21.415;6.676;0.487;0.128;0.750;0.359;0.381;0.332;0.316;Sat Sep 02 2017 19:02:41 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1124;0.2;0;0.3;b;true;0;0.10;17.571;9.104;26.675;8.467;63.007;12.419;67.556;50.588;28.089;13.909;37.915;14.180;0.998;0.051;1.000;0.947;0.844;0.609;0.326;Sat Sep 02 2017 19:02:43 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;3249;0.7;0.65;0.8;a;true;0;0.05;5.281;10.715;15.997;5.434;12.164;22.893;33.541;10.729;7.250;14.102;21.020;6.852;0.090;0.314;0.554;0.224;0.321;0.404;0.316;Sat Sep 02 2017 19:02:46 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;3017;0.55;0.35;0.95;a;true;0;0.20;17.369;43.551;60.920;26.182;42.028;80.458;104.432;38.430;28.121;52.655;70.825;24.534;0.870;0.972;1.000;0.102;0.621;0.247;0.335;Sat Sep 02 2017 19:02:49 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1128;0.1;0.05;0.2;a;true;0;0.05;4.582;11.065;15.647;6.483;19.035;34.655;53.494;15.620;7.195;14.222;21.074;7.027;0.511;0.657;0.917;0.146;0.612;0.326;0.353;Sat Sep 02 2017 19:02:51 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1267;0.5;0.4;0.7;a;true;0;0.10;9.000;18.965;27.966;9.965;22.009;49.085;70.053;27.076;14.763;27.247;40.809;12.484;0.288;0.804;0.996;0.516;0.565;0.316;0.254;Sat Sep 02 2017 19:02:52 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;7673;0.55;0.15;0.75;b;true;0;0.20;36.045;20.543;56.589;15.502;61.499;47.502;96.965;13.997;52.571;27.858;72.306;24.713;0.935;0.852;1.000;0.083;0.260;0.332;0.335;Sat Sep 02 2017 19:03:00 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1896;0.4;0;0.6;b;true;0;0.20;35.414;17.781;53.196;17.633;67.528;47.467;81.391;20.061;47.759;28.493;68.724;19.266;1.000;0.969;1.000;0.031;0.844;0.381;0.565;Sat Sep 02 2017 19:03:02 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1852;0.6;0.4;0.7;b;true;0;0.10;17.781;10.184;27.966;7.597;47.467;25.173;70.053;22.294;28.493;14.282;40.809;14.211;0.969;0.487;0.996;0.482;0.565;0.316;0.381;Sat Sep 02 2017 19:03:04 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1406;0.1;0;0.15;b;false;1;0.05;6.507;5.905;12.412;0.602;28.986;18.068;46.783;10.918;14.215;7.253;21.441;6.962;0.712;0.182;0.947;0.530;0.844;0.260;0.353;Sat Sep 02 2017 19:03:05 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1096;0.4;0.3;0.6;a;true;0;0.10;8.739;17.781;26.520;9.042;16.670;47.467;63.934;30.797;14.122;28.493;42.141;14.371;0.005;0.969;0.985;0.964;0.609;0.381;0.565;Sat Sep 02 2017 19:03:06 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1190;0.3;0.2;0.5;a;true;0;0.10;9.104;17.740;26.844;8.636;12.419;38.598;49.115;26.179;13.909;28.741;41.805;14.832;0.051;0.323;0.372;0.272;0.326;0.254;0.609;Sat Sep 02 2017 19:03:07 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1102;0.5;0.45;0.6;a;true;0;0.05;4.580;8.781;13.361;4.201;11.700;25.579;37.203;13.879;7.462;13.946;21.308;6.484;0.153;0.421;0.847;0.268;0.356;0.381;0.254;Sat Sep 02 2017 19:03:08 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;1464;0.4;0.2;0.8;a;true;0;0.20;17.843;38.681;56.524;20.838;27.857;81.533;104.435;53.676;27.658;50.530;72.102;22.872;0.067;0.999;1.000;0.932;0.326;0.404;0.565;Sat Sep 02 2017 19:03:10 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;b;1266;0.6;0.5;0.65;b;true;0;0.05;8.781;4.903;13.684;3.878;25.579;13.518;38.617;12.061;13.946;7.216;20.827;6.730;0.421;0.268;0.683;0.153;0.254;0.321;0.381;Sat Sep 02 2017 19:03:11 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;5366;0.2;0.15;0.3;a;true;0;0.05;5.159;9.104;14.263;3.945;16.682;12.419;24.743;-4.263;7.293;13.909;20.264;6.616;0.223;0.051;0.415;-0.172;0.260;0.609;0.326;Sat Sep 02 2017 19:03:17 GMT-0700 (PDT)
59ab61fe2ebd06097c6acf7f;magma;a;852;0.4;0.35;0.5;a;true;0;0.05;4.326;9.000;13.327;4.674;8.565;22.009;30.534;13.444;6.950;14.763;21.657;7.813;0.001;0.288;0.312;0.287;0.621;0.254;0.565;Sat Sep 02 2017 19:03:17 GMT-0700 (PDT)
